id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
208269496,c79aaa48-e1df-4a4d-b525-fd67b5e22a83,2024-04-19 20:13:08,2024-04-19,2024-04-20 03:13:08 UTC,Pacific Time (US & Canada),387832,bryce_john,Bryce Johnson,2024-04-20 14:20:01 UTC,2024-08-06 02:37:14 UTC,research,,https://www.inaturalist.org/observations/208269496,https://inaturalist-open-data.s3.amazonaws.com/photos/368479518/medium.jpeg,,"",,1,0,false,2,"San Diego County, US-CA, US",32.7711248294,-116.9534612949,,,,,29066,,obscured,true,gps,gps,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
208269780,e955b695-5243-4091-a7fa-a08995953041,2024-04-19 20:01:56,2024-04-19,2024-04-20 03:01:56 UTC,Pacific Time (US & Canada),387832,bryce_john,Bryce Johnson,2024-04-20 14:21:31 UTC,2024-08-06 02:37:15 UTC,research,,https://www.inaturalist.org/observations/208269780,https://inaturalist-open-data.s3.amazonaws.com/photos/368480025/medium.jpeg,,"",,2,0,false,2,"San Diego County, US-CA, US",32.7459020146,-116.8968916806,,,,,29066,,obscured,true,gps,gps,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
209181272,f21c8f32-8247-4148-95c3-381ea4c7cb51,2023/05/23 11:43 AM,2023-05-23,2023-05-23 18:43:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2024-04-25 01:13:27 UTC,2024-04-28 04:34:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209181272,https://inaturalist-open-data.s3.amazonaws.com/photos/370169802/medium.jpeg,,"",DOR,1,0,false,,"Ensenada, B.C., México",32.1584690935,-116.137415418,69,,,,69,,open,false,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210390701,8feab7a9-f405-41d7-ab6f-1d69f7ea075f,2024-04-26 21:31:02-07:00,2024-04-26,2024-04-27 04:31:02 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:14:02 UTC,2024-05-03 05:48:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210390701,https://inaturalist-open-data.s3.amazonaws.com/photos/372131173/medium.jpg,,"","",1,0,false,3,"California, US",33.4391791049,-117.7231546191,4,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210391179,f9fa5f5e-c441-4a21-891c-adfd2cebcf1a,2024-04-26 21:05:08-07:00,2024-04-26,2024-04-27 04:05:08 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:14:44 UTC,2024-05-03 05:48:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210391179,https://inaturalist-open-data.s3.amazonaws.com/photos/372131945/medium.jpg,,"","",1,0,false,3,"California, US",33.4446323552,-117.7885297544,26,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210391497,ca1ef4e6-0bd9-4d6e-93b5-fbbb72ad1f9d,2024-04-26 20:35:34-07:00,2024-04-26,2024-04-27 03:35:34 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:15:10 UTC,2024-05-03 05:48:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210391497,https://inaturalist-open-data.s3.amazonaws.com/photos/372132348/medium.jpg,,"","",1,0,false,3,"California, US",33.473444852,-117.7086744597,4,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210391699,99b243fb-34e4-4334-b827-520866307d68,2024-04-26 20:35:03-07:00,2024-04-26,2024-04-27 03:35:03 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:15:31 UTC,2024-05-03 05:48:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210391699,https://inaturalist-open-data.s3.amazonaws.com/photos/372132699/medium.jpg,,"","",1,0,false,3,"California, US",33.5491488314,-117.7238918927,4,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210391907,d1638a2a-9e66-4b0d-83da-35ec0c50556b,2024-04-26 20:30:35-07:00,2024-04-26,2024-04-27 03:30:35 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:15:53 UTC,2024-05-03 05:47:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210391907,https://inaturalist-open-data.s3.amazonaws.com/photos/372133100/medium.jpg,,"","",1,0,false,3,"California, US",33.4340563854,-117.7779557237,5,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210392098,7901dc70-a790-466e-bf4b-7163cb95a7d8,2024-04-26 20:21:26-07:00,2024-04-26,2024-04-27 03:21:26 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:16:16 UTC,2024-05-03 05:47:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210392098,https://inaturalist-open-data.s3.amazonaws.com/photos/372133508/medium.jpg,,"","",1,0,false,3,"California, US",33.5926037356,-117.6346691999,4,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
210392323,6df21ebf-52fc-4dea-bd15-fb9ff6aaf965,2024-04-26 20:16:35-07:00,2024-04-26,2024-04-27 03:16:35 UTC,Pacific Time (US & Canada),4192814,claudkodsuntie,,2024-04-27 20:16:41 UTC,2024-05-03 05:47:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/210392323,https://inaturalist-open-data.s3.amazonaws.com/photos/372133942/medium.jpg,,"","",1,0,false,3,"California, US",33.5522326467,-117.6371815412,4,,,,28957,obscured,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
211697469,7a575732-cfbd-44e1-a2a3-a6fd0b23cffe,2024-04-27 18:48:41,2024-04-27,2024-04-28 01:48:41 UTC,Pacific Time (US & Canada),6820887,ornithopter88,Barbara Guerra-Torres,2024-04-29 17:18:52 UTC,2024-05-16 01:15:23 UTC,research,,https://www.inaturalist.org/observations/211697469,https://static.inaturalist.org/photos/374210002/medium.jpeg,,"",,1,0,false,2,"Ventura County, US-CA, US",34.5705796664,-119.2155107083,,,,,28818,,obscured,true,gps,gps,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
212494343,a5777a95-9cd2-46ca-8fab-337030783ad5,Tue Apr 30 2024 20:43:17 GMT -0700 (PDT),2024-04-30,2024-05-01 03:43:17 UTC,Pacific Time (US & Canada),795826,asleepias,pema zonglo,2024-05-01 04:35:34 UTC,2024-05-08 19:09:46 UTC,research,,https://www.inaturalist.org/observations/212494343,https://static.inaturalist.org/photos/375518293/medium.jpeg,,"",,3,0,false,333,"Cleveland National Forest, US-CA, US",33.5203607032,-116.9373079013,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
212494344,c37ed443-13cd-4174-9e8b-76cf719c6793,Tue Apr 30 2024 20:42:40 GMT -0700 (PDT),2024-04-30,2024-05-01 03:42:40 UTC,Pacific Time (US & Canada),795826,asleepias,pema zonglo,2024-05-01 04:35:34 UTC,2024-05-02 20:22:06 UTC,research,,https://www.inaturalist.org/observations/212494344,https://static.inaturalist.org/photos/376371850/medium.jpeg,,"",,1,0,false,333,"Cleveland National Forest, US-CA, US",33.5796151948,-116.8330784686,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
212494345,bd556e5e-2e86-4b9e-8483-1b13423cdb98,Tue Apr 30 2024 20:43:40 GMT -0700 (PDT),2024-04-30,2024-05-01 03:43:40 UTC,Pacific Time (US & Canada),795826,asleepias,pema zonglo,2024-05-01 04:35:34 UTC,2024-05-08 18:59:13 UTC,research,,https://www.inaturalist.org/observations/212494345,https://static.inaturalist.org/photos/375518294/medium.jpeg,,"",,4,0,false,333,"Cleveland National Forest, US-CA, US",33.4348741226,-116.8960479842,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
212646180,40f92588-7271-495b-9cb4-e54f884a261f,Tue Apr 30 2024 20:42:31 GMT -0700 (PDT),2024-04-30,2024-05-01 03:42:31 UTC,Pacific Time (US & Canada),4279878,jounjoshua,Joshua Joun,2024-05-01 16:58:42 UTC,2024-12-18 21:43:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/212646180,https://inaturalist-open-data.s3.amazonaws.com/photos/375781450/medium.jpeg,,"",,3,0,false,333,"Cleveland National Forest, US-CA, US",33.4486483441,-116.8659454383,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
212646183,c4096b3b-a1b3-4da2-8645-1ad22fd57f41,Tue Apr 30 2024 20:39:27 GMT -0700 (PDT),2024-04-30,2024-05-01 03:39:27 UTC,Pacific Time (US & Canada),4279878,jounjoshua,Joshua Joun,2024-05-01 16:58:43 UTC,2024-12-18 21:43:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/212646183,https://inaturalist-open-data.s3.amazonaws.com/photos/375781441/medium.jpeg,,"",,3,0,false,333,"Cleveland National Forest, US-CA, US",33.4097188798,-116.872418444,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
212646184,58f61a83-f4fc-495b-b37b-3720ecce36b4,Tue Apr 30 2024 20:39:03 GMT -0700 (PDT),2024-04-30,2024-05-01 03:39:03 UTC,Pacific Time (US & Canada),4279878,jounjoshua,Joshua Joun,2024-05-01 16:58:43 UTC,2024-12-18 21:43:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/212646184,https://inaturalist-open-data.s3.amazonaws.com/photos/375781459/medium.jpeg,,"",,2,0,false,333,"Cleveland National Forest, US-CA, US",33.5959510108,-116.970338736,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213720175,b3d37b1f-039e-45be-906c-278a3ffab60b,2024-04-27 08:34:27-07:00,2024-04-27,2024-04-27 15:34:27 UTC,Pacific Time (US & Canada),1122069,fieldbio,Justin M. Wood,2024-05-05 16:03:57 UTC,2024-05-16 01:01:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/213720175,https://inaturalist-open-data.s3.amazonaws.com/photos/377716095/medium.jpg,,"","",1,0,false,3,"California, US",33.419734584,-117.5234061496,6,,,,28957,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213806185,dcd2f6d6-ebbe-4b7c-bd5f-027b5d8d6031,2024-05-04 22:23:29,2024-05-04,2024-05-05 05:23:29 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:10:09 UTC,2024-05-19 00:22:57 UTC,research,,https://www.inaturalist.org/observations/213806185,https://static.inaturalist.org/photos/377869521/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1573555773,-116.1537120634,,,,,29146,obscured,open,true,gps,gps,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213806262,c992d552-9c86-4fc8-96fa-98a88e8e4385,2024-05-04 22:17:49,2024-05-04,2024-05-05 05:17:49 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:10:33 UTC,2024-05-19 00:22:48 UTC,research,,https://www.inaturalist.org/observations/213806262,https://static.inaturalist.org/photos/377869697/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.0101650604,-116.0419236728,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213806650,e24bb83d-daa6-4a7a-9013-bd9fbef3191d,2024-05-04 21:36:37,2024-05-04,2024-05-05 04:36:37 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:11:38 UTC,2024-05-19 00:22:41 UTC,research,,https://www.inaturalist.org/observations/213806650,https://static.inaturalist.org/photos/377870235/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1553136413,-116.0320609151,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213806866,287d4b4d-e1c1-43f0-9d39-85482e8c54af,2024-05-04 21:34:35,2024-05-04,2024-05-05 04:34:35 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:12:17 UTC,2024-05-19 00:22:37 UTC,research,,https://www.inaturalist.org/observations/213806866,https://static.inaturalist.org/photos/377870572/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1156339105,-116.0025100319,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213806987,b3bd8a0d-4a66-4121-8e5c-3fe3d592101f,2024-05-04 21:27:30,2024-05-04,2024-05-05 04:27:30 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:12:44 UTC,2024-05-19 00:22:26 UTC,research,,https://www.inaturalist.org/observations/213806987,https://static.inaturalist.org/photos/377870657/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.149100883,-116.1318799443,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213807020,da3a74fe-d8bb-4741-8bac-7ce1bbd98e6f,2024-05-04 20:59:11,2024-05-04,2024-05-05 03:59:11 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:12:52 UTC,2024-05-19 00:21:16 UTC,research,,https://www.inaturalist.org/observations/213807020,https://static.inaturalist.org/photos/377870739/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1289296982,-116.0138127124,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213807457,66a463d6-c68a-4480-9858-1500de843360,2024-05-04 21:38:55,2024-05-04,2024-05-05 04:38:55 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:14:15 UTC,2024-05-19 00:21:20 UTC,research,,https://www.inaturalist.org/observations/213807457,https://static.inaturalist.org/photos/377871430/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1317011809,-116.1862328125,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213807748,ecbcb1d4-3322-4229-a186-1d888785cc6c,2024-05-04 21:05:59,2024-05-04,2024-05-05 04:05:59 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:15:08 UTC,2024-05-19 00:21:23 UTC,research,,https://www.inaturalist.org/observations/213807748,https://static.inaturalist.org/photos/377871851/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.0149183951,-116.0206929251,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213807832,533a47ac-5d4b-415c-a601-dbcd0b24a34b,2024-05-04 20:58:37,2024-05-04,2024-05-05 03:58:37 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:15:29 UTC,2024-05-19 00:21:28 UTC,research,,https://www.inaturalist.org/observations/213807832,https://static.inaturalist.org/photos/377872091/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1745729414,-116.1177206474,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213807953,d5bd0a51-f535-4b26-a6fc-16de194eaa63,2024-05-04 14:40:21,2024-05-04,2024-05-04 21:40:21 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:15:54 UTC,2024-05-19 00:21:32 UTC,research,,https://www.inaturalist.org/observations/213807953,https://static.inaturalist.org/photos/377872186/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1313938494,-116.0084765267,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213808118,dd0170cd-31e7-4af8-8c7f-c30e5a75a7b7,2024-05-04 21:20:20,2024-05-04,2024-05-05 04:20:20 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2024-05-05 21:16:30 UTC,2024-05-19 00:20:23 UTC,research,,https://www.inaturalist.org/observations/213808118,https://static.inaturalist.org/photos/377872479/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",32.1241924592,-116.1007654566,,,,,29146,obscured,open,true,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213808542,2cc60cd1-ab02-460b-952f-919d67f54e1d,2024-05-04 13:13:02,2024-05-04,2024-05-04 20:13:02 UTC,Tijuana,5791987,sgurley,"",2024-05-05 21:18:14 UTC,2024-05-19 00:20:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/213808542,https://inaturalist-open-data.s3.amazonaws.com/photos/377873354/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",31.960825017,-116.1076513515,,,,,29173,obscured,open,true,gps,gps,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
213856295,2e149a6c-bd6f-4120-9887-72955ce1bc87,2024-05-04 12:20:22-07:00,2024-05-04,2024-05-04 19:20:22 UTC,Pacific Time (US & Canada),129332,kelptaylor,,2024-05-06 00:29:40 UTC,2024-05-16 01:01:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/213856295,https://inaturalist-open-data.s3.amazonaws.com/photos/377960665/medium.jpg,,"","",1,0,false,3,"San Diego County, US-CA, US",32.7109379848,-116.6460307926,5,,,,29066,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
214404148,d075f6aa-5ea8-4884-ac99-11bda4ebb875,2024-05-07 18:31:04-07:00,2024-05-07,2024-05-08 01:31:04 UTC,Pacific Time (US & Canada),281999,pleistocene,"",2024-05-08 15:45:03 UTC,2024-05-11 14:05:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/214404148,https://inaturalist-open-data.s3.amazonaws.com/photos/378968777/medium.jpg,,"","",2,0,false,3,"Ventura County, US-CA, US",34.58608324,-119.0972562671,4,,,,28818,obscured,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
214404440,c865f08a-258f-4aa4-8f19-e6723a25cb91,2024-05-07 18:24:45-07:00,2024-05-07,2024-05-08 01:24:45 UTC,Pacific Time (US & Canada),281999,pleistocene,"",2024-05-08 15:46:50 UTC,2024-05-08 18:03:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/214404440,https://inaturalist-open-data.s3.amazonaws.com/photos/378969348/medium.jpg,,"","",1,0,false,3,"Ventura County, US-CA, US",34.4395395562,-119.102722465,4,,,,28818,obscured,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
214404678,ee41d958-84c6-421f-8b33-9e7120774bb3,2024-05-07 17:40:35-07:00,2024-05-07,2024-05-08 00:40:35 UTC,Pacific Time (US & Canada),281999,pleistocene,"",2024-05-08 15:48:16 UTC,2024-05-08 18:03:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/214404678,https://inaturalist-open-data.s3.amazonaws.com/photos/378969871/medium.jpg,,"","",1,0,false,3,"Ventura County, US-CA, US",34.4789449615,-119.1000453093,4,,,,28818,obscured,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
214475367,9d731c44-9d9e-4c2d-9a47-99cd8cc78759,2024-05-08 13:47:55-07:00,2024-05-08,2024-05-08 20:47:55 UTC,Pacific Time (US & Canada),2583568,marci_hadsall,,2024-05-08 22:26:08 UTC,2024-05-09 13:57:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/214475367,https://inaturalist-open-data.s3.amazonaws.com/photos/379100260/medium.jpg,,"","",1,0,false,3,"Ventura County, US-CA, US",34.5253303841,-119.0876136439,4,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
214475912,2360dee9-b8b2-4e9b-b69e-fa28bcc8ee89,2024-05-08 12:27:19-07:00,2024-05-08,2024-05-08 19:27:19 UTC,Pacific Time (US & Canada),2583568,marci_hadsall,,2024-05-08 22:28:52 UTC,2024-05-16 00:54:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/214475912,https://inaturalist-open-data.s3.amazonaws.com/photos/379101172/medium.jpg,,"","",1,0,false,3,"Ventura County, US-CA, US",34.4009616469,-119.0338199386,4,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
214932821,888d9545-a77c-427d-be87-27180ade085c,2024-05-10 20:37:05-07:00,2024-05-10,2024-05-11 03:37:05 UTC,Pacific Time (US & Canada),5904910,luci99_,Luca Cinus,2024-05-11 04:34:19 UTC,2024-06-04 19:58:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/214932821,https://inaturalist-open-data.s3.amazonaws.com/photos/379956847/medium.jpg,,"","",2,0,false,3,"California, US",33.5803744659,-116.8855117745,213,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215021153,e7a78711-5711-48f5-9b2d-b43e20a53349,2024/05/04 9:34 PM,2024-05-04,2024-05-05 04:34:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2024-05-11 15:49:06 UTC,2024-07-11 20:04:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215021153,https://inaturalist-open-data.s3.amazonaws.com/photos/380116272/medium.jpeg,,"",,1,0,false,,"Ensenada, B.C., México",32.0765222222,-116.0605472222,12,,,,12,,open,false,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215155881,c261eedc-2961-4805-8019-6726a0d36447,2024/05/11 9:25 AM,2024-05-11,2024-05-11 16:25:00 UTC,Pacific Time (US & Canada),3090,zabbey,Zack Abbey,2024-05-12 02:13:47 UTC,2024-07-28 01:31:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/215155881,https://inaturalist-open-data.s3.amazonaws.com/photos/380364259/medium.jpg,,"",,2,0,false,,"Ventura County, US-CA, US",34.4178830915,-119.0927073712,4,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215180212,131df162-6995-40d1-b4a4-4fb72391eb35,2024/05/11 12:18 PM,2024-05-11,2024-05-11 19:18:00 UTC,Pacific Time (US & Canada),150454,david99,David Rankin,2024-05-12 05:10:16 UTC,2024-06-30 03:14:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215180212,https://inaturalist-open-data.s3.amazonaws.com/photos/380412725/medium.jpeg,,"",,1,0,false,,"California, US",33.4803335769,-117.4497719974,98,,,,28957,,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215499886,5e106d0d-f66c-4e47-886a-236789fb6e7d,2024-05-09 20:43:04,2024-05-09,2024-05-10 03:43:04 UTC,Tijuana,5682342,noon-mokhayesh,M. Mokhayesh,2024-05-13 14:30:46 UTC,2024-07-07 23:06:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215499886,https://inaturalist-open-data.s3.amazonaws.com/photos/381011196/medium.jpeg,,"","Found on the road, in a cattle guard",1,0,false,2,"22753 Tierra Santa, B.C., Mexico",32.0328370211,-116.63086541,198,,,,198,,open,false,gps,gps,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215639296,15ee26ff-ce9f-4102-8aea-893a385519aa,2024-05-08 23:22:22,2024-05-08,2024-05-09 06:22:22 UTC,Tijuana,5682342,noon-mokhayesh,M. Mokhayesh,2024-05-14 03:33:53 UTC,2024-05-14 14:41:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215639296,https://inaturalist-open-data.s3.amazonaws.com/photos/381274573/medium.jpeg,,"","In the evening, along a sandy walkway ",1,0,false,2,"22753 Tierra Santa, B.C., Mexico",32.0328370211,-116.63086541,198,,,,198,,open,false,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215641929,2ed843d7-6cca-4fb8-a6a1-ba9630150520,2024-05-07 22:42:11,2024-05-07,2024-05-08 05:42:11 UTC,Tijuana,5682342,noon-mokhayesh,M. Mokhayesh,2024-05-14 04:02:21 UTC,2024-05-19 00:18:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215641929,https://inaturalist-open-data.s3.amazonaws.com/photos/381280021/medium.jpeg,,"",In sandy soil,1,0,false,2,"22753 Tierra Santa, B.C., Mexico",32.0328370211,-116.63086541,198,,,,198,,open,false,gps,gps,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
215644541,48058017-b05d-4976-97f9-941f3a78c8b0,2024/05/13 9:21 PM,2024-05-13,2024-05-14 04:21:00 UTC,Pacific Time (US & Canada),944132,stinkmosh,,2024-05-14 04:31:49 UTC,2024-05-18 15:34:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215644541,https://static.inaturalist.org/photos/381286262/medium.jpg,,"",,1,0,false,,"Los Angeles County, US-CA, US",34.321847326,-118.1571723586,31,,,,28846,obscured,obscured,true,,,,Los Angeles,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
